candidate_key,name,locality,address,evidence_tier,current_disposition,recommended_action,requires_second_research,proposed_match_id,source_channels,source_count,recommendation_rationale,human_decision,reviewer_identifier,reviewer_note,reviewed_at
montevideo:residencial-paul-cezanne:comercio-1941,Residencial Paul Cezanne,Montevideo,Comercio 1941,B,probable_new,verified_new,false,,other_public_sources|public_social_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-maria-paula:martin-c-martinez-3013,Residencial María Paula,Montevideo,Martín C. Martínez 3013,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources|public_maps,2,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-brisas-de-malvin:hipolito-yrigoyen-1719,Residencial Brisas de Malvín,Montevideo,Hipólito Yrigoyen 1719,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:inema-residencial:8-de-octubre-4094,Inema Residencial,Montevideo,8 de Octubre 4094,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-copelia:emilio-oribe-2065,Residencial Copelia,Montevideo,Emilio Oribe 2065,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:cooperativa-seran:besnes-hirigoyen-5674,Cooperativa Seran,Montevideo,Besnes Hirigoyen 5674,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,2,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-eureka:camino-castro-152-a,Residencial Eureka,Montevideo,Camino Castro 152 A,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:galicia-1:juan-b-viacaba-1667,Galicia 1,Montevideo,Juan B. Viacaba 1667,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:galicia-2:grecia-3567,Galicia 2,Montevideo,Grecia 3567,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:amitie:gral-felipe-fraga-2191,Amitie,Montevideo,Gral Felipe Fraga 2191,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:el-naranjo:bernardo-susviela-4221,El Naranjo,Montevideo,Bernardo Susviela 4221,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:madre-inmaculada:juan-cabal-2281,Madre Inmaculada,Montevideo,Juan Cabal 2281,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:magna-pocitos:marco-bruto-1226,Magna Pocitos,Montevideo,Marco Bruto 1226,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:matildas:colombes-1592,Matildas,Montevideo,Colombes 1592,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:mamina-ii:gral-fraga-2191,Mamina II,Montevideo,Gral Fraga 2191,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:morena-residencia:hermanos-ruiz-3471,Morena Residencia,Montevideo,Hermanos Ruiz 3471,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:pro-gente:bulevar-artigas-2577,Pro Gente,Montevideo,Bulevar Artigas 2577,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:sully-arce:camino-carlos-lopez-8046,Sully Arce,Montevideo,Camino Carlos López 8046,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:union:gobernador-viana-2475,Unión,Montevideo,Gobernador Viana 2475,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:villa-azul:garibaldi-2584,Villa Azul,Montevideo,Garibaldi 2584,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:casa-blanca:cnel-mora-485,Casa Blanca,Montevideo,Cnel. Mora 485,B,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:centro-del-adulto-mayor-ombu:bv-espana-2583,Centro del Adulto Mayor Ombú,Montevideo,Bv. España 2583,B,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:manas:militon-drake-1993,Manas,Montevideo,Militon Drake 1993,B,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-maria-gracia:gaboto-1577,Residencial María Gracia,Montevideo,Gaboto 1577,A,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,3,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:mediterraneo-ii:avda-agraciada-3157,Mediterraneo II,Montevideo,Avda. Agraciada 3157,C,possible_move_or_rebrand,needs_more_evidence,true,EXC-LEGACY-MSP24-116,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:mediterraneo-carrasco:gral-narino-1625,Mediterraneo Carrasco,Montevideo,Gral. Nariño 1625,B,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:moai-centenario:centenario-3076,MOAI Centenario,Montevideo,Centenario 3076,B,possible_move_or_rebrand,needs_more_evidence,true,EXC-OFFICIAL-ELP-0438,other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:moai-french:gral-domingo-french-1726,MOAI French,Montevideo,Gral. Domingo French 1726,B,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:san-fernando-entre-amigos-2:rivera-6137,San Fernando Entre Amigos 2,Montevideo,Rivera 6137,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:tea-garden:avda-lezica-5858,Tea Garden,Montevideo,Avda. Lezica 5858,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0654,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:valle-vilcabamba-ii:fleming-1742,Valle Vilcabamba II,Montevideo,Fleming 1742,C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:san-antonio:avda-8-octubre-4241,San Antonio,Montevideo,Avda 8 Octubre 4241,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:magna:niteroi-948,Magna,Montevideo,Niteroi 948,A,false_positive,rejected,false,,other_public_sources|official_sources,2,El insumo la identifica como falso positivo fuera del alcance.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-paradise:jacinto-trapani-1187,Residencial Paradise,Montevideo,Jacinto Trapani 1187,B,false_positive,rejected,false,,other_public_sources,2,El insumo la identifica como falso positivo fuera del alcance.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:alamos-montevideo:ibiray-2398,Álamos Montevideo,Montevideo,Ibiray 2398,C,possible_move_or_rebrand,needs_more_evidence,true,EXC-CANDIDATE-0FC5B04B4FF39099,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:altos-de-boulevard:bulevar-artigas-2188,Altos de Boulevard,Montevideo,Bulevar Artigas 2188,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0290,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:babel-boutique:mariano-uriarte-6537,Babel Boutique,Montevideo,Mariano Uriarte 6537,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0312,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:bonsejour:pedro-blanes-viale-6222,Bonsejour,Montevideo,Pedro Blanes Viale 6222,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0320,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:casa-blanca-ii:pablo-de-maria-1172,Casa Blanca II,Montevideo,Pablo de María 1172,C,possible_move_or_rebrand,needs_more_evidence,true,EXC-OFFICIAL-ELP-0338,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:casa-del-sol-2:eduardo-raiz-1919,Casa del Sol 2,Montevideo,Eduardo Raíz 1919,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0332,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:centro-del-adulto-mayor-prado:av-agraciada-3373,Centro del Adulto Mayor Prado,Montevideo,Av. Agraciada 3373,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0346,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:hotel-lafayette:soriano-1170,Hotel Lafayette,Montevideo,Soriano 1170,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0449,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:centro-residencial-lar:juan-m-espinosa-1480,Centro Residencial LAR,Montevideo,Juan M. Espinosa 1480,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0479,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:las-flores-2:estero-bellaco-2667,Las Flores 2,Montevideo,Estero Bellaco 2667,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0485,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:london-rambla:rambla-tomas-berreta-6885,London Rambla,Montevideo,Rambla Tomás Berreta 6885,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0506,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:mediterraneo-iii:joaquin-suarez-3429,Mediterraneo III,Montevideo,Joaquin Suarez 3429,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0633,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:moai-libertad:libertad-2840,MOAI Libertad,Montevideo,Libertad 2840,B,possible_move_or_rebrand,needs_more_evidence,true,EXC-OFFICIAL-ELP-0447,other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:moai-rivera:guardizabal-1634,MOAI Rivera,Montevideo,Guardizabal 1634,B,possible_move_or_rebrand,needs_more_evidence,true,EXC-OFFICIAL-ELP-0428,other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:petite-home:manuel-pintos-cardeiros-5647,Petite Home,Montevideo,Manuel Pintos Cardeiros 5647,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0560,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:san-fernando-entre-amigos:yamandu-rodriguez-1399,San Fernando Entre Amigos,Montevideo,Yamandu Rodríguez 1399,C,exclusion_index_gap,repair_exclusion_index,false,EXC-OFFICIAL-ELP-0675,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:valle-vilcabamba-i:copacabana-6815,Valle Vilcabamba I,Montevideo,Copacabana 6815,C,exclusion_index_gap,repair_exclusion_index,false,EXC-LEGACY-MSP24-027,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:valle-vilcabamba-iii:palmas-y-ombues-5804,Valle Vilcabamba III,Montevideo,Palmas y Ombúes 5804,C,exclusion_index_gap,repair_exclusion_index,false,EXC-LEGACY-MSP24-013,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:valle-vilcabamba-iv:almirante-harwood-6214,Valle Vilcabamba IV,Montevideo,Almirante Harwood 6214,C,exclusion_index_gap,repair_exclusion_index,false,EXC-LEGACY-MSP24-045,other_public_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
montevideo:residencial-esmeralda:agustin-musso-933,Residencial Esmeralda,Montevideo,Agustín Musso 933,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T18:10:35.064Z
