candidate_key,name,locality,address,evidence_tier,current_disposition,recommended_action,requires_second_research,proposed_match_id,source_channels,source_count,recommendation_rationale,human_decision,reviewer_identifier,reviewer_note,reviewed_at
durazno:residencial-dulce-hogar:sarandi-638,Residencial Dulce Hogar,Durazno,Sarandí 638,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0154,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-el-hogar-del-adulto:artigas-640,Residencial El Hogar del Adulto,Durazno,Artigas 640,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0155,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-felicia-santa-bernardina:eduardo-calleri-728,Residencial Felicia Santa Bernardina SAS,Santa Bernardina / Durazno,Eduardo Calleri 728,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0156,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-hogar-luz-del-sol:martinez-matonte-424,Residencial Hogar Luz del Sol,Durazno,Martínez Matonte 424,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0157,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-jardines-del-yi:sosa-bernadet-475,Residencial Jardines del Yí,Sarandí del Yí,Sosa Bernadet 475,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0158,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-la-pension:sosa-bernabet-282,Residencial La Pensión,Sarandí del Yí,Sosa Bernabet 282,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0159,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-sueno-dorado:herrera-1072,Residencial Sueño Dorado,Durazno,Herrera 1072,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0163,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencial-tu-segundo-hogar:18-de-julio-318,Residencial Tu Segundo Hogar,Durazno,18 de Julio 318,A,historical_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0166,official,1,La referencia es exclusivamente histórica y coincide con una sede conocida; vincular la observación sin crear un candidato actual.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:centro-residencial-el-sauzal:not-elepem,Centro Residencial El Sauzal,Durazno,Rivera y Wilson Ferreira Aldunate,C,not_elepem,rejected,false,,other_public,2,El insumo la identifica como un servicio que no es ELEPEM.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:casa-del-adulto-mayor:morquio-1050:not-elepem,Casa del Adulto Mayor,Durazno,"Dr. Luis Morquio 1050, entre Otilia Schultze y Francisco Maciel",C,not_elepem,rejected,false,,other_public,2,El insumo la identifica como un servicio que no es ELEPEM.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:residencia-saru:carlos-reyles:not-elepem,Residencia S.A.R.U. Carlos Reyles,Carlos Reyles,,C,not_elepem,rejected,false,,other_public,1,El insumo la identifica como un servicio que no es ELEPEM.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
durazno:rincon-de-luz:la-paloma-rocha:false-positive,Rincón de Luz,La Paloma,Avenida del Navío,C,false_positive,rejected,false,EXC-OFFICIAL-ELP-0639,other_public,1,El insumo la identifica como falso positivo fuera del alcance.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:03:11.124Z
