candidate_key,name,locality,address,evidence_tier,current_disposition,recommended_action,requires_second_research,proposed_match_id,source_channels,source_count,recommendation_rationale,human_decision,reviewer_identifier,reviewer_note,reviewed_at
treinta-y-tres:josefa-olascoaga:manuel-lavalleja-1063,Residencial Josefa Olascoaga,Treinta y Tres,Manuel Lavalleja 1063,A,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0810,other_public|official|social_public,4,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,,,,
treinta-y-tres:el-remanso:manuel-oribe-1310,El Remanso,Treinta y Tres,Manuel Oribe 1310,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:la-victoria:sin-direccion,Hogar La Victoria,Treinta y Tres,,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:mi-sueno:simon-del-pino-1335,Hogar Mi Sueño,Treinta y Tres,Simón del Pino 1335,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:y-guarderia:manuel-oribe-1224,Hogar y Guardería Geriátrica,Treinta y Tres,Manuel Oribe 1224,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:los-abuelos:simon-del-pino-1055,Los Abuelos,Treinta y Tres,Simón del Pino 1055,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:magdalena:juan-ortiz-1528,Magdalena,Treinta y Tres,Juan Ortiz 1528,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:ramos-y-rosas:avelino-miranda-1236,Ramos y Rosas,Treinta y Tres,Avelino Miranda 1236,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:adulto-mayor:manuel-melendez-y-simon-del-pino,Residencial Adulto Mayor,Treinta y Tres,Manuel Meléndez y Simón del Pino,A,historical_unresolved,needs_more_evidence,true,,other_public|official,2,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:sin-nombre-ramon-ortiz-315:ramon-ortiz-315,Residencial sin nombre — Ramón Ortiz 315,Treinta y Tres,Ramón Ortiz 315,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:sin-nombre-zona-el-verde-alto:ruta-98-zona-el-verde-alto-s-n,Residencial sin nombre — Zona El Verde Alto,Treinta y Tres,"Ruta 98, Zona El Verde Alto s/n",A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:rincon-de-luz:juan-antonio-lavalleja-968,Rincón de Luz,Treinta y Tres,Juan Antonio Lavalleja 968,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:sol-y-luna:valentin-olivera-ortiz-2008,Sol y Luna,Treinta y Tres,Valentín Olivera Ortiz 2008,A,historical_unresolved,needs_more_evidence,true,,official,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,,,,
treinta-y-tres:club-de-abuelos-cumbre:local-mevir,Club de Abuelos Cumbre,La Charqueada,Local MEVIR,C,not_elepem,rejected,false,,other_public,1,El insumo la identifica como un servicio que no es ELEPEM.,,,,
treinta-y-tres:club-raices:santiago-gadea-1181,Club Raíces,Treinta y Tres,Santiago Gadea 1181,C,not_elepem,rejected,false,,other_public,1,El insumo la identifica como un servicio que no es ELEPEM.,,,,
treinta-y-tres:asistida-treinta-y-tres:andres-spikerman-esquina-basilio-araujo,Residencia Asistida Treinta y Tres,Treinta y Tres,Andrés Spikerman esquina Basilio Araujo,A,not_elepem,rejected,false,,official|other_public,2,El insumo la identifica como un servicio que no es ELEPEM.,,,,
treinta-y-tres:de-ancianos-cebollati:del-cementerio-s-n,Hogar de Ancianos Cebollatí,"Villa Cebollatí, Rocha",Calle del Cementerio s/n,C,false_positive,rejected,false,,social_public,2,El insumo la identifica como falso positivo fuera del alcance.,,,,
treinta-y-tres:mi-sueno-33-orientales-974:33-orientales-974,Hogar Mi Sueño — 33 Orientales 974,Paysandú,33 Orientales 974,B,false_positive,rejected,false,,other_public|social_public,3,El insumo la identifica como falso positivo fuera del alcance.,,,,
