candidate_key,name,locality,address,evidence_tier,current_disposition,recommended_action,requires_second_research,proposed_match_id,source_channels,source_count,recommendation_rationale,human_decision,reviewer_identifier,reviewer_note,reviewed_at
canelones:el-pinar-norte:nuestro-mundo,Residencial Nuestro Mundo,El Pinar Norte,Joaquín Suárez M60A S22,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:marindia:las-lunas,Casa Hogar Las Lunas,Marindia,Capiatá esquina Cahire,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:san-jose-carrasco:la-la,La La,San José de Carrasco,Rambla Tomás Berreta M59 S14,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-pinar:la-macarena,La Macarena,El Pinar,Macarena M145 S28,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:solymar:kairos-1,Kairo's 1,Solymar,Marques Castro M15 S26,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lomas:kairos-2,Kairo's 2,Lomas de Solymar,Cruz del Sur M314 S6,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:solymar:las-violetas,Las Violetas,Solymar,"Achiras M1 S18, entre Gestido y Rambla",B,probable_new,verified_new,false,,other_public_sources|public_social_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-pinar-norte:los-angeles,Los Ángeles,El Pinar Norte,M147 S127,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:san-jose-carrasco:arenas,Arenas,San José de Carrasco,"Del Oriente M55 S15, esquina Santa Bernardita",B,probable_new,verified_new,false,,other_public_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:shangrila:armonia,Armonía,Shangrilá,Del Estío M33 S10,B,probable_new,verified_new,false,,other_public_sources|public_social_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:solymar:achiras,Achiras,Solymar,"Achiras M1 S12, entre Rambla y Gestido",B,probable_new,verified_new,false,,other_public_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:parque-carrasco:vila-de-rosa,Vila de Rosa,Parque Carrasco,"Ema Capurro M17 S7, entre Gestido y Santa María",B,probable_new,verified_new,false,,other_public_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lagomar:casa-nostra,Casa Nostra Residencial,Lagomar,Rambla Costanera M1 S26,B,probable_new,verified_new,false,,other_public_sources|public_social_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:atlantida:nuevo-vivir,Residencial Nuevo Vivir,Atlántida,Av. Circunvalación esquina Guayabos,C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:parque-del-plata:phoenix,Phoenix Residencial,Parque del Plata,"Rambla, bajada 11",C,probable_new,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:santa-rosa:san-blas,Hogar San Blas,Santa Rosa,"Camino Cedrés 1231, empalme rutas 6 y 11",B,probable_new,verified_new,false,,other_public_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:san-ramon:el-refugio,El Refugio,San Ramón,"Baltasar Brum, a pocos metros de Av. Batlle y Ordóñez",C,probable_new,needs_more_evidence,true,,public_social_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:shangrila:la-maisonette,La Maisonette,Shangrilá,Rambla Tomás Berreta M28 S15,B,probable_new,verified_new,false,,other_public_sources,2,La pista tiene evidencia A/B y no presenta una coincidencia fuerte; requiere confirmación humana final.,verified_new,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:las-piedras:guga,Residencial Guga,Las Piedras,Magallanes,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:las-piedras:viata-demna,Residencial Viata Demna,Las Piedras,Wilson Ferreira Aldunate 011,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-dorado:maria-cristina,Hogar Residencial María Cristina,El Dorado,Elías Regules M1 S4 y Pública,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:pando:renacer,Residencial Renacer,Pando,Luis A. de Herrera 732,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:colonia-nicolich:san-pablo,San Pablo,Colonia Nicolich,Ruta 101 km 28.450,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:parque-del-plata:hilos-plateados,Hilos Plateados,Parque del Plata,Calle 50 metros esquina Calle 3,C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:parque-del-plata:eublana,Eublana Residencial,Parque del Plata,"Joaquín Suárez, entre calles 8 y 19",C,needs_more_evidence,needs_more_evidence,true,,other_public_sources,1,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-pinar:el-arca,El Arca,El Pinar,,C,address_missing,needs_more_evidence,true,,other_public_sources,1,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:salinas:alta-gracia,Alta Gracia,Salinas,,C,address_missing,needs_more_evidence,true,,other_public_sources,1,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lomas:la-calaguala,La Calaguala,Lomas de Solymar,,C,address_missing,needs_more_evidence,true,,other_public_sources,1,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:canelones:risas-y-amor,Casa Hogar Risas y Amor,Canelones,,C,address_missing,needs_more_evidence,true,,public_social_sources,1,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:santa-lucia:la-quica,La Quica,Santa Lucía,,C,address_missing,needs_more_evidence,true,,public_social_sources,1,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:pinamar:la-casa-de-mama,La Casa de Mamá,Pinamar Sur,,C,address_missing,needs_more_evidence,true,,other_public_sources,1,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:progreso:residencial-progreso,Residencial Progreso,Progreso,Las Acacias 6,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:san-ramon:hogar-del-carmen,Hogar del Carmen,San Ramón,6 de Junio s/n,A,possible_move_or_rebrand,needs_more_evidence,true,,official_sources|public_social_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:san-ramon:santa-maria,Residencial Santa María,San Ramón,Bella Vista 2057,C,possible_move_or_rebrand,needs_more_evidence,true,,official_sources|other_public_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:tala:vida-nueva,Residencial Vida Nueva,Tala,25 de Agosto y Villegas,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:tala:san-cono,San Cono,Tala,Continuación Treinta y Tres esquina Paysandú,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:pando:abu,Residencial Abu,Pando,General Artigas 893,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lagomar:el-hogar-ii,El Hogar II,Lagomar,Achiras M24 S20,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lomas:canaan,Residencial Canaan,Lomas de Solymar,"Hawaii, entre Virazón y Pejerrey",C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-pinar:zafiros,Residencial Zafiros,El Pinar,"Av. Pérez Butler km 30, M193 S4, entre Patria y Machado",C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:salinas:residencia-salinas,Residencia Salinas,Salinas,"Zorrilla de San Martín, entre Yandubayú y Abaroré",C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:pinamar:mi-sueno,Hogar Mi Sueño,Pinamar,Nogueira esquina Ruta Interbalnearia,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources,1,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-bosque:la-bonne-vie-alt,La Bonne Vie,El Bosque,"Mar de Ajó M15 S2, entre Mar del Plata y Los Eucaliptus",C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:medanos:brisas-del-mar-relationship,Brisas del Mar,Médanos de Solymar,Calle Indiana,C,possible_move_or_rebrand,needs_more_evidence,true,,other_public_sources|official_sources,2,"Resolver continuidad, mudanza, cambio de operador o reutilización del domicilio.",needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:shangrila:residencial-shangrila,Residencial Shangrilá,Shangrilá,"Paraguay M13 S20, esquina Sáenz Peña",C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lagomar:genesis,Genesis,Lagomar,"Manuel Varela Cáceres M102 S3, entre Río Ebro y Rambla",C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:lagomar:mely-an,Mely An,Lagomar,García Arocena M8 S14,C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-bosque:de-la-costa,Residencial de la Costa,El Bosque,Rambla Costanera entre Biarritz y Mar del Plata,C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:el-pinar:la-oliva,La Oliva,El Pinar,Av. Juan María Pérez y Fuentes 15800,C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:las-piedras:cronos,Cronos,Las Piedras,Baltasar Brum 705,C,exclusion_index_gap,repair_exclusion_index,false,,official_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:las-piedras:don-arturo,Don Arturo,Las Piedras,Senén Rodríguez 27,C,exclusion_index_gap,repair_exclusion_index,false,,other_public_sources|official_sources,2,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:santa-rosa:aniceto-cervieri,Hogar Aniceto Cervieri,Santa Rosa,José E. Rodó s/n,A,exclusion_index_gap,repair_exclusion_index,false,,official_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:san-bautista:hogar-san-bautista,Hogar San Bautista,San Bautista,Luis A. de Herrera s/n,A,exclusion_index_gap,repair_exclusion_index,false,,official_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:parque-del-plata:payma,PAYMA,Parque del Plata,Calle 16,C,exclusion_index_gap,repair_exclusion_index,false,,official_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
canelones:la-floresta:anos-dorados,Los Años Dorados,La Floresta,Argentina s/n,C,exclusion_index_gap,repair_exclusion_index,false,,official_sources,1,Las fuentes oficiales indican una sede conocida que falta en el índice; no debe tratarse como descubrimiento nuevo.,repair_exclusion_index,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
false-positive:florida:nuestro-camino,Residencial Nuestro Camino,Fray Marcos,,C,false_positive,rejected,false,,other_public_sources,1,El insumo la identifica como falso positivo fuera del alcance.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
false-positive:montevideo:vivir-mejor,Residencial Vivir Mejor,Montevideo,Tres Cruces,C,false_positive,rejected,false,,other_public_sources,1,El insumo la identifica como falso positivo fuera del alcance.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-04T05:26:29.709Z
