candidate_key,name,locality,address,evidence_tier,current_disposition,recommended_action,requires_second_research,proposed_match_id,source_channels,source_count,recommendation_rationale,human_decision,reviewer_identifier,reviewer_note,reviewed_at
tacuarembo:tacuavida-plus:direccion-no-identificada,Tacuavida Plus,Tacuarembó,,B,address_missing,needs_more_evidence,true,,social_public,2,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:hogar-casa-de-la-caridad:ansina-direccion-no-identificada,Hogar de Ancianos Casa de la Caridad,Ansina,,C,address_missing,needs_more_evidence,true,,other_public|social_public,2,Obtener una dirección física exacta y una fuente institucional o independiente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:hogar-ancianos-san-gregorio:predio-lindero-hospital,Hogar de Ancianos de San Gregorio de Polanco,San Gregorio de Polanco,Predio lindero al Hospital de San Gregorio,B,needs_more_evidence,needs_more_evidence,true,,other_public,2,La evidencia C no permite verificar la pista como nueva o coincidente.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:dona-blanca,Residencial Doña Blanca,Paso de los Toros,Wilson Ferreira 454,B,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0801,other_public,3,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:san-vicente,Hogar de Ancianos San Vicente de Paul,Tacuarembó,"María Reggi, 6.ª sección judicial",B,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0803,other_public,3,Duplicado confirmado de Residencial Hogar de Ancianos San Vicente de Paul; vincular al registro canónico sin crear otro punto.,link_existing_after_id_resolution,project_owner,Duplicado confirmado por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:pro-bienestar,Comisión Pro Bienestar del Anciano de Paso de los Toros,Paso de los Toros,Dr. Víctor Álvarez Menéndez s/n,B,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0799,other_public,3,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:casa-del-sol,Residencial Casa del Sol,Tacuarembó,Ramón González 137,B,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0800,other_public,3,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:dulce-hogar,Residencial Dulce Hogar,Tacuarembó,18 de Julio 440,C,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0802,other_public,2,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:justina,Residencial Justina,Tacuarembó,José Benelli 96,C,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0804,other_public,2,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:la-familia,Residencial La Familia,Tacuarembó,Rivera 217,C,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0805,other_public,2,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:los-abuelos,Residencial Los Abuelos,Tacuarembó,Aparicio Saravia 187,C,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0807,other_public,2,Existe una referencia explícita en el índice; resolver el ID canónico antes de vincular.,link_existing_after_id_resolution,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:maricel,Residencial Maricel,Tacuarembó,18 de Julio 848,C,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0808,other_public,2,Entidad canónica para Residencial Maricel y el alias Fantasía Maricel.,link_existing_after_id_resolution,project_owner,Duplicado confirmado por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:known:fantasia-maricel,Fantasía Maricel,Tacuarembó,Manuel Álvarez 816,C,probable_known_match,link_existing_after_id_resolution,false,EXC-OFFICIAL-ELP-0808,other_public,2,Duplicado confirmado de Residencial Maricel; conservar Fantasía Maricel como alias y no crear otro punto.,link_existing_after_id_resolution,project_owner,Duplicado confirmado por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:mis-abuelos,Residencial Mis Abuelos,Tacuarembó,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:mi-sueno,Residencial Mi Sueño,Tacuarembó,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:santa-isabel,Residencial Santa Isabel,Tacuarembó,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:sandra-nunez,Residencial Sandra Núñez,Tacuarembó,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:sandra-soca,Residencial Sandra Soca,Tacuarembó,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:alma-mia,Residencial Alma Mía,Tacuarembó,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:historical:los-patitos,Residencial Los Patitos,San Gregorio de Polanco,,C,historical_unresolved,needs_more_evidence,true,,other_public,1,La referencia es exclusivamente histórica y no permite afirmar actividad actual ni resolver una sede conocida.,needs_more_evidence,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:false-positive:despues-de-nosotros-tambores,Hogar Después de Nosotros,Tambores,,B,false_positive,rejected,false,,other_public,2,El insumo la identifica como falso positivo fuera del alcance.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:not-elepem:hogar-psiquiatrico-los-murales,Hogar Psiquiátrico Los Murales,Rincón de Tranqueras,,C,not_elepem,rejected,false,,other_public,1,El insumo la identifica como un servicio que no es ELEPEM.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:not-elepem:insercion-familiar-antonia-abalo,Servicio de Inserción Familiar Antonia Abaló,Tacuarembó,,C,not_elepem,rejected,false,,other_public,1,El insumo la identifica como un servicio que no es ELEPEM.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
tacuarembo:not-elepem:insercion-familiar-rosa-felix,Servicio de Inserción Familiar Rosa Félix,Tacuarembó,,C,not_elepem,rejected,false,,other_public,1,El insumo la identifica como un servicio que no es ELEPEM.,rejected,project_owner,Recomendación conservadora aceptada explícitamente por la persona responsable del proyecto.,2026-08-05T01:23:18.307Z
